1,"که مې څوک په فقيرۍ شميري فقير يم
که مې څوک په اميرۍ شميري امير يم
","If you consider me a fakir, then I’m a fakir;
If you consider me rich, then I’m rich.
",All Things to All Men
2,"خوب خندا په بې غمۍ کېږي رحمانه
هر چې تا غوندې غمژن وي څه به خوب کا
","Sleep and laughter come from light-heartedness Rahman; 
How can anyone sleep when as melancholy as you? 
",Anguish
3,"چې په سترګو کښې ئې خار وي څه په خوب کا
چې په زړه  ئې غم د يار وي څه به خوب کا
","Who can sleep with a thorn in their eye,
Or with longing for the beloved in their heart? 
",Anguish
4,"په ظاهر لباس غلط د سړي مه شه
مينځ ئې ګوره له چغزۍ او له مټاکه
","Don’t be fooled by a person’s outer clothing.
 Look at the core; whether soft or hard. 
",Appearance
5,"د تصوير له ګلو طمعه د بوے مه کړه
له منقوشو مرغو نه خيژي اواز
","Don’t expect scent from a picture of flowers; 
Neither do painted birds make song.
",Authenticity
6,"په مطلب د مهرويانو سرګردان دے زما روح
لکه باد دګل په بوے پسې پريشان دے زما روح
","My soul is restless in search of the warm-hearted,
As the breeze yearns for the flower’s scent.
",Beauty
7,"مخ د يار شمس و قمر درې واړه يو دي
 قد و سرو صنوبر درې واړه يو دي
","The lover’s face, sun and moon - all three are the same;
Her height, the cypress and the fir - all three are the same. 
",Beauty
8,"زه رحمان په زړه نرے کړم هغو جونو
چې ئي ملا وي د ويښته په دود نرۍ
","I am Rahman, whose heart is softened by the girls
 Whose waists are as thin as a hair.
",Beauty
9,"د مات لوښي آواز کله ثابت خيژي
د هر چا عمل څرګند په خپل ګفتار شي
","When does the sound of a broken pot ring true?
Everyone’s behaviour is revealed by their speech.
",Behaviour
10,"چې له غرونو پرېوتلے وې بيا پاڅې
پاڅيدے نه شې د وړونو پرېوتلي
","If you fall from a mountain you can get up again.
Those felled by their beloved will never get up.
",Broken Heart
11,"قناعت مې تر خرقې لاندې اطلس دے
پټ د درست جهان بادشه ظاهر ګدا يم
","Contentment is the satin cloth under my cloak. 
I appear a beggar, but secretly am king of the whole world.
",Contentment
12,"زرداران که اوبه څښي په جام د زرو
زما خوښ دا خپل د خاورو کنډولے دے
","Though the rich drink water from a golden cup, 
I prefer this earthen bowl of mine.
",Contentment
13,"ستا په غم کښې چې ما وينې عالم ژاړي
ژړوې را سره نور عالم په څه
","People cry when they see my anguish for you. 
Why do you make more of them cry along with me? 
",Cruelty
14,"څر بوې مې قربانۍ لره پوهېږم
دا چې کړے دې په ما باندې زړه سوے دے
","I know you fatten me for slaughter, 
That’s why you show me such kindness.
",Cruelty
15,"هسې تله کاندې وګور ته ياران زر زر
لکه تله کاندې خپل کور ته کاروان زر زر
","Friends are speeding to the grave,
 As hurriedly as the caravan heads for home. 
",Death
16,"زه له دې دنيا نه تلونکے په شتاب يم
لکه پاڼه د خزان پښه په رکاب يم
","I am soon to depart this world; 
Like an autumn leaf, my foot is in the stirrup.
",Death
17,"علميت د بې عملو عالمانو
لکه ګنج د کتابونو په خره بار شي
","The learning of disobedient scholars
 Is like treasured books loaded on a donkey.
",Disobedience
18,"دا جهان دے خداے له عشقه پيدا کړے
د جمله ؤ مخلوقاتو پلار دے دا
","God has created this world out of love. 
He is the Father of all creatures. 
",Divine Love
19,"دا زما د يار جلوه ده چې ليده شي
لکه نمر په صومعه و سومنات
","This is the appearance of my beloved; 
Who appears like radiant light in monastery and temple? 
",Divine Love
20,"زه چې يار لره ورځم په هغې لارې
مهتر خضر مهتر الياس مې رهبران کړه
","On the path which I travel to see my beloved, 
Make Holy Khizer and Ilyas my guides.
",Divine Love
21,"و آسمان ته لاس د عقل نه رسېږي
دا خو عشق دے چې په عرش کرسۍ قدم ږدي
","The hand of the intellect can’t reach the sky,
 Only love can step up to God’s throne. 
",Divine Love
22,"چې بې خدايه محبت کا هغه خلق
نارينه ئي واړه خره او ښځې خرې دي
","Those people who don’t love God
 Are male and female donkeys. 
",Divine Love
23,"بې وفا دي  د دې دهر ياران واړه
چې دې پس له مرګه يار شي هغه يار کړه
","The friends of this world are all fickle;
Become friends with the one who is a friend after death. 
",Divine Love
24,"زه رحمان د بيلتانه سيلاب يم وړے
که لاس راکاڼي د خداے په محبت څوک
","I Rahman am carried away by separation’s flood.
 Can someone offer me his hand for the love of God? 
",Estrangement
25,"که مقصود لرې تلوار کړه وخت کوتاه دے
غرمه شه د دې عمر په بقا
","If you have a purpose, hurry up!  Time is short.
 Don’t smugly trust in the permanence of life. 
",Eternal Perspective
26,"بيا د مخ دې جار وتلے څه بلا شوه
 دا بلا له  کومه لوري را پيدا شوه
","Your face is turned away again. What calamity has happened?
  From which side did this calamity come?  
",Exclusion
27,"که ته نه کړې په بل چا باندې غرض
بل به نه کاندي په تا باندې غرض
","If you don’t interfere with others,
 No one will meddle with you. 
",Expectations
28,"چې تصديق ئي په خپل زړه کښې محکم نه وي
دا په خوله ظاهر اقرار خو اقرار نه دے
","If the confirmation in your own heart is not firm,
 The outward confession of faith is no confession at all. 
",Faith
29,"د ازل په ورځ د بخرو جواري وه
اے رحمانه چا بائلو دي چا ګټلے
","There was gambling for fate on the day of creation. 
Some lost, Rahman, and some won.
",Fate
30,"کار همه واړه د خداے موقوف دے
هيڅ موقوف نه دے د چا په انتظار
","Everything is dependent of God’s prohibitions; 
Don’t be restricted by the expectations of others.
",Fate
31,"که بل بد کاندي ته ښه ورسره وکړه
هر يو نخل چې مېوه لري سنګسار شي
","If someone does you harm - do him good.
 For every date tree that bears fruit is stoned.
",Forgiveness
32,"چې مولىا ورسره مل نه وي رحمانه
که لښکر ورسره وي يک تنها دے
","If the Lord is not your companion, Rahman,
 You’ll be standing all alone even with a battalion.
",Friend of God
33,"که د ستا وصال دريار وي
زه ماهي يم  دريا ئې
","If your companionship is a river;
 I’m a fish in that river.
",Friendship
34,"هغه يار چې بې وفا دے څه يار نه دے
هغه کار چې بې بقا دے څه کار نه دے
","The friend who is unfaithful is no friend at all;
The endeavour that’s short-lived is no pursuit at all.
",Friendship
35,"که يو څاڅکے اوبه تږي لره ورکړې
د دوزخ او ستا تر مېنځ به شي دريا
","If you give a drop of water to the thirsty, 
It will become a river between you and hell.
",Generosity
36,"خزانه په سخاوت سره زياتېږي
د کوهي اوبه چې وکارې بسيار شي
","Treasure is increased by generosity;
 The well that’s unblocked overflows.
",Generosity
37,"ګوره هسې کردګار دے رب زما
چې صاحب دکل اختيار دے رب زما
","Look! My Lord is such a creator,
 That my Lord is chief of all inventions.
",God
38,"څه حاجت دے چې  و بل خوا ته ئي غواړم
په خپل کور کښې همکار دے رب زما
","What need is there to look elsewhere? 
My Lord is alongside me in my home.
",God
39,"څوک د نمر په مخ  حجاب شي غوړولے
ده پټ کړے نمر په ابر کښې پنهان دے
","Who can spread a veil over the face of the sun?
 God has hidden the sun in the clouds. 
",God
40,"د همه واړه ملکونو څښتن خداے
که دوزخ دے که جنت دے که اعراف
","God is the Lord of all countries,
 Whether hell, or heaven or araf. 
",God Universal
41,"هر ژوندے چې د مرده په قبر ورشي
بس دے هومره نصيحت په دا دنيا
","Any living person who visits a dead man’s grave
Has enough guidance for this world.
",Guidance
42,"رحمان خود پخپله ګرم يم چې مين شوم
ولې نور عالم مې بولي ګرم په څه
","I Rahman, alone, declare my guilt for being in love;
So why do others say I’m guilty, and of what?
",Guilt
43,"کوهے مه کنه د بل سړي په لار کښې
چرې ستا به د کوهي په غاړه لار شې
","Don’t dig a well in another’s path,
 In case you come to the well’s edge yourself. 
",Harm
44,"زه عاشق يم سر کار مې دے له عشقه
نه خليل نه داؤدزے يم نه مهمند
","I am a lover, and I deal in love;
 I am neither Khaleel, Daudzai nor Mohmand.
",Humanity Shared
45,"په نظر د بې  بصر
لکه شام هسې سهر
","In the eyes of the blind, 
Evening seems like morning.
",Human Nature
46,"بادشاهي د ګدايانو په دُعا شي
زه رحمان ځکه بادشاه شوم چې ګدا شوم
","Kingship is founded on the prayers of beggars;
 I Rahman am king, because I am a beggar.
",Humility
47,"هسې مه وايه چې زه يم په جهان کښې
پيدا کړے خداے د سر د پاسه سر دے
","Don’t say, ‘I’m the special one,’ in this world,
 For God has created a chief over every chief.
",Humility
48,"د ريا خرقه ئي خداے مه کړه په غاړه
رحمان کوږ دستار تړلے قلندر دے
","God forbid he don the cloak of hypocrisy;
 For Rahman is the tramp of crooked turban.
",Humility
49,"ژوندے ځان په ځمکه ښخ کړه لکه تخم
که لوئي غواړې د خاورو په مقام شه
","Bury yourself alive in the ground like a seed.
If you want greatness, take the place of the soil. 
",Humility
50,"سړے کله خو يا جوړ کله نا جوړ وي
خداے خو نه يې چې تل تر تله جوړ يې
","A man is sometimes healthy, sometimes sick;
You’re not God that you can be well forever.
",Humility
51,"ياد وي  په خوله مکه او مدينه
نسکور پروت يې د عورتې په سينه
","You frequently blab on about Mecca and Medina,
 Yet you lie bedraggled on women’s breasts.
",Hypocrisy
52,"چې مدام د بل وعيب نظر کړې
خداے د خپله عيبه ولې نا خبر کړې
","If you’re always looking at the faults of others,
For God’s sake why are you so unaware of your own? 
",Hypocrisy
53,"څوک له زمکې واسمان ته شي ختلے
دۀ عيسىا لره ورکړے دا مکان دے
","Who is able to ascend to heaven from the earth?
He has given this honour to Jesus.
",Jesus
54,"که څوک تله د انصاف درته په لاس کا
خپل ټټو او د بل آس په برابر کړې
","If the scales of justice were in your hand,
You would count your own nag equal to another’s thoroughbred.
",Justice
55,"کر د ګلو کړه چې سيمه دې ګلزار شي
اغزي مه کره په پښو کښې به دې خار شي
","Sow flowers so your community becomes a rose garden; 
Don’t sow briars – you’ll get thorns in your feet.
",Kindness
56,"آدميت څه په دولت نه دے رحمانه
بت که جوړ شه د سرو زرو انسان نه شي
","Kind-heartedness is not found in wealth Rahman;
Even if a statue’s made of gold, it won’t be human.  
",Kindness
57,"چې دے نه په کښې يو يار نه دې آشنا وي
 هغه ښهر و بحر و بر درې واړه يو دي
","A place where you have no beloved or friend;
 That city, the sea and the desert are all one and the same.
",Loneliness
58,"زه چې زلفې د يار وينم په خوب کښې
په شپه مښک را باندې ووري تر صباح
","When I dream of my beloved’s tresses,
 The night time scent lingers on me till morning.
",Love
59,"ستا د مينې ګوهر نشته په هر آب کښې
 مګر بيا موندے شي د اوښکو په درياب کښې
","The pearl of your love is not in every water;
 But can be found in the river of tears.
",Love
60,"چې مجنون غوندې په مينه کښې صادق وي
رحمان وايم په هغه باندې سلام
","To the one who is true in love like Majnoon:
I, Rahman, say, ‘Peace be on him!’ 
",Love
61,"ته چې مانع کوې د يار له لوري
کاشکې باد د سحر منع په بوستان کړې
","You who restrain me from being near my beloved.
If only you could stop the morning breeze blowing in the garden!
",Love
62,"که چا لار د عاشقۍ ده ورکه کړې 
زه رحمان د ګمراهانو رهنما يم
","If anyone has lost the path of love; 
I, Rahman, am the guide of the wayward.
",Love
63,"همدمې د دوه همدمو هسې بويه
چې د دواړو همدمې په يوه دم وي
","The partnership of two lovers should
 Be as if their partnership is but one breath.
",Love
64,"تمام عمر د دنيا په طلب ګرزې
بيا د خداے په طالبانو ځان حساب کړې
","For your whole life you pursued the world,
 And now consider yourself a seeker after God?
",Materialism
65,"ذخيره د دنيا مه کوه رحمانه
دا همه واړه د خاورو ذخيرې دي
","Don’t amass earthly things Rahman;
They’re just a pile of dust.
",Materialism
66,"پاس به باغ وي د ليئيم په ټټر باندې
هر درم و هر دينار د دې دنيا
","They will be a stain on the miser’s chest;
Every gold and silver coin of this world.
",Miser
67,"   هر مطرب چې غوږ تاو کا د رباب
په دا تاؤ کښې زما  زړه کاندې کباب
","Every musician who adjusts the pegs of the rebab;
His tuning roasts my heart like a kebab.
",Music
68,"ما هاله له پارساي نه وو لاس وللي
چې په لاس کړه مطربانو ربابون
","I washed my hands of piety,
 When the musicians picked up their rebabs.
",Music
69,"محمد د ګمراهانو رهنما دے
محمد دے د ړندو د لاس عصا
","Muhammad is the guide of the lost.
 May Muhammad be the walking stick of the blind. 
",Muhammad
70,"زه رحمان د محمد د در خاکروب يم
که مې خداے نه کا له دې دره جدا
","I Rahman, am the sweeper at Muhammad’s gate,
 Unless, God forbid, I’m separated from his door.
",Muhammad
71,"که صورت د محمد نه وے پيدا
پيدا کړې به خداے نه وه دا دنيا
","If the body of Muhammad had not been born
God would not have created this world.
",Muhammad
72,"هر بېګاه وائې صبا له به خوله درکړم
دا بېګاه به په رحمان کله صبا کړې
","Every evening you pledge to kiss me tomorrow.
  When will you turn the evening into morning for Rahman? 
",Passion
73,"چې محظوظ وي په تش بوے د مهرويانو
هخه  فکر د بوسې د پيغام نه کا
","Those overjoyed by the merest scent of the beloved
 Don’t even consider the talk of a kiss.
",Passion
74,"که يو ځل مې ستا زلفې په لاس کښېوځي
يو ويښته به دې په درست جهان ورنه کړم
","If I were but once to hold your braids,
 I wouldn’t give up a single hair for the whole world.
",Passion
75,"که د غرونو په سر ګرځي سر ئي ټيټ وي
هر چې زړه ئي د خوبانو په يرغمل شي
","Even if they walk on mountain peaks, their head droops.
  All are held hostage to the beloved. 
",Passion
76,"زه طوطي شکر پرست يم
د ستا شونډې ميټائي
","I am a sugar-loving parrot 
Your lips are sweets.
",Passion
